[2024-11-18 19:16:56] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-18 19:16:56] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-18 19:16:56] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-18 19:16:58] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-18 19:16:58] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-18 19:16:58] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-18 19:16:58] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416\
[2024-11-18 19:16:58] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/agency/
[2024-11-18 19:17:39] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-feedback.js
[2024-11-18 19:17:39] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 918
[2024-11-18 19:17:39] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:17:39] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92d3e1902-Ru3Q3C.tmp
[2024-11-18 19:17:39] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-feedback.js?simply_static_page=248
[2024-11-18 19:17:39] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-feedback.js?simply_static_page=248
[2024-11-18 19:17:39] [class-ss-url-fetcher.php:103] Filesize: 4640 bytes
[2024-11-18 19:17:39] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:17:39] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-feedback.js
[2024-11-18 19:17:39] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92d3e1902-Ru3Q3C.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/admin-feedback.js
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:17:40] [class-ss-page.php:119] Checking Content Identical:2cc99a78c44bd9ff92f0b55c15f50bb977726c63===. Value: FALSE
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-feedback.min.js
[2024-11-18 19:17:40] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 918
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92d41399d-oZApGU.tmp
[2024-11-18 19:17:40] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-feedback.min.js?simply_static_page=249
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-feedback.min.js?simply_static_page=249
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:103] Filesize: 1976 bytes
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-feedback.min.js
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92d41399d-oZApGU.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/admin-feedback.min.js
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:17:40] [class-ss-page.php:119] Checking Content Identical:74b224fd66e98867806d1c4966facb26c4724062===. Value: FALSE
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-modules.js
[2024-11-18 19:17:40] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 918
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92d425bba-zbGFHp.tmp
[2024-11-18 19:17:40] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-modules.js?simply_static_page=250
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-modules.js?simply_static_page=250
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:103] Filesize: 39078 bytes
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-modules.js
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92d425bba-zbGFHp.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/admin-modules.js
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:17:40] [class-ss-page.php:119] Checking Content Identical:fa6c63443448d6a38dfdc3dabe73fda7c31f27b9===. Value: FALSE
[2024-11-18 19:17:40] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 200 of 918 pages/files
[2024-11-18 19:17:40] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-11-18 19:17:40] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-11-18 19:17:40] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:69] Total pages: 918; Pages remaining: 668
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-modules.min.js
[2024-11-18 19:17:40] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 918
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92d44d321-vvUKUk.tmp
[2024-11-18 19:17:40] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-modules.min.js?simply_static_page=251
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-modules.min.js?simply_static_page=251
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:103] Filesize: 17895 bytes
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-modules.min.js
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92d44d321-vvUKUk.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/admin-modules.min.js
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:17:40] [class-ss-page.php:119] Checking Content Identical:46790a73d31de851ccc2eac99ba0d734311ebc77===. Value: FALSE
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-modules.min.js.LICENSE.txt
[2024-11-18 19:17:40] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 918
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92d46b06b-Xc5DCq.tmp
[2024-11-18 19:17:40] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-modules.min.js.LICENSE.txt?simply_static_page=252
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-modules.min.js.LICENSE.txt?simply_static_page=252
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-modules.min.js.LICENSE.txt
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92d46b06b-Xc5DCq.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/admin-modules.min.js.LICENSE.txt
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:17:40] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-notifications.js
[2024-11-18 19:17:40] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 918
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92d4793a2-Lj8GmT.tmp
[2024-11-18 19:17:40] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-notifications.js?simply_static_page=253
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-notifications.js?simply_static_page=253
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:103] Filesize: 308157 bytes
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-notifications.js
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92d4793a2-Lj8GmT.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/admin-notifications.js
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:17:40] [class-ss-page.php:119] Checking Content Identical:54781f2fcccc104d4e5877e100f12142415bfb38===. Value: FALSE
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-notifications.min.js
[2024-11-18 19:17:40] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 918
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92d4be79d-kKZ6GE.tmp
[2024-11-18 19:17:40] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-notifications.min.js?simply_static_page=254
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-notifications.min.js?simply_static_page=254
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:103] Filesize: 88322 bytes
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-notifications.min.js
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92d4be79d-kKZ6GE.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/admin-notifications.min.js
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:17:40] [class-ss-page.php:119] Checking Content Identical:fbed2f85dc5615bb8063bf4edae2709ce75b24ed===. Value: FALSE
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-notifications.min.js.LICENSE.txt
[2024-11-18 19:17:40] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 918
[2024-11-18 19:17:40] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92d4f2567-dRpXRF.tmp
[2024-11-18 19:17:40] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-notifications.min.js.LICENSE.txt?simply_static_page=255
[2024-11-18 19:17:40] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-notifications.min.js.LICENSE.txt?simply_static_page=255
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:103] Filesize: 249 bytes
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-notifications.min.js.LICENSE.txt
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92d4f2567-dRpXRF.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/admin-notifications.min.js.LICENSE.txt
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:17:41] [class-ss-page.php:119] Checking Content Identical:57b7b2d716676aa5266ccdc1abd15b99bc557b74===. Value: FALSE
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-top-bar.js
[2024-11-18 19:17:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 918
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92d50d37a-cCwWJC.tmp
[2024-11-18 19:17:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-top-bar.js?simply_static_page=256
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-top-bar.js?simply_static_page=256
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:103] Filesize: 70570 bytes
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-top-bar.js
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92d50d37a-cCwWJC.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/admin-top-bar.js
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:17:41] [class-ss-page.php:119] Checking Content Identical:1b6014931dff302367abbc4ae806501a49c1001b===. Value: FALSE
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-top-bar.min.js
[2024-11-18 19:17:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 918
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92d52e433-h253DN.tmp
[2024-11-18 19:17:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-top-bar.min.js?simply_static_page=257
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin-top-bar.min.js?simply_static_page=257
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:103] Filesize: 12640 bytes
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-top-bar.min.js
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92d52e433-h253DN.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/admin-top-bar.min.js
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:17:41] [class-ss-page.php:119] Checking Content Identical:5126a9ecabc81dd1e5651878eb61ef9524edbf4f===. Value: FALSE
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin.js
[2024-11-18 19:17:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 918
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92d54c9cb-VEaB3H.tmp
[2024-11-18 19:17:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/admin.js?simply_static_page=258
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin.js?simply_static_page=258
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:103] Filesize: 119154 bytes
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin.js
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92d54c9cb-VEaB3H.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/admin.js
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:17:41] [class-ss-page.php:119] Checking Content Identical:2427a2a960c95f472c41c49bcfebf29b7c3a0b85===. Value: FALSE
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin.min.js
[2024-11-18 19:17:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 918
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92d5c0ed4-pAqgZ8.tmp
[2024-11-18 19:17:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/admin.min.js?simply_static_page=259
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin.min.js?simply_static_page=259
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:103] Filesize: 56313 bytes
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin.min.js
[2024-11-18 19:17:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92d5c0ed4-pAqgZ8.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/admin.min.js
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:17:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:17:42] [class-ss-page.php:119] Checking Content Identical:754d3cd5212bfee3c4789cf402787e39ded140a5===. Value: FALSE
[2024-11-18 19:17:42] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin.min.js.LICENSE.txt
[2024-11-18 19:17:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:41; Total: 918
[2024-11-18 19:17:42] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:17:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92d611931-2o1JyM.tmp
[2024-11-18 19:17:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/admin.min.js.LICENSE.txt?simply_static_page=260
[2024-11-18 19:17:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/admin.min.js.LICENSE.txt?simply_static_page=260
[2024-11-18 19:17:42] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-11-18 19:17:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-18 19:17:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin.min.js.LICENSE.txt
[2024-11-18 19:17:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92d611931-2o1JyM.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/admin.min.js.LICENSE.txt
[2024-11-18 19:17:42] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:17:42] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:17:42] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:17:42] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2024-11-18 19:17:42] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-admin.js
[2024-11-18 19:17:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 918
[2024-11-18 19:17:42] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:17:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92d61d761-M7DId1.tmp
[2024-11-18 19:17:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-admin.js?simply_static_page=261
[2024-11-18 19:17:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-admin.js?simply_static_page=261
[2024-11-18 19:17:45] [class-ss-url-fetcher.php:103] Filesize: 1967374 bytes
[2024-11-18 19:17:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:17:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-admin.js
[2024-11-18 19:17:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92d61d761-M7DId1.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/ai-admin.js
[2024-11-18 19:17:45] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:17:45] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:17:45] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:17:47] [class-ss-page.php:119] Checking Content Identical:63edfacf3dcde2704b05afe6c9f332c5c1b47421===. Value: FALSE
[2024-11-18 19:17:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-admin.min.js
[2024-11-18 19:17:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 918
[2024-11-18 19:17:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:17:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92dbf28b6-IbilID.tmp
